Content_ID,Platform,Content_Type,AI_Tool_Used,AI_Type,Duration_Seconds,Production_Cost_USD,Views,Likes,Comments,Shares,Engagement_Rate,Watch_Time_Avg_Sec,Retention_Rate,Revenue_USD
ACC017415,TikTok,Short,Adobe Firefly,AI-assisted editing,41,17.03,11207,459,45.0,104.0,0.0543,26.16,70.27,3.38
ACC017416,YouTube,Video,CapCut AI,Text-to-video,704,58.45,13000,446,76.0,42.0,0.0434,389.2,65.87,28.35
ACC017417,TikTok,Reel,CapCut AI,AI-assisted editing,74,16.74,4828,251,26.0,60.0,0.0698,46.34,65.62,2.27
ACC017418,TikTok,Short,InVideo AI,Text-to-video,13,11.18,5928,516,37.0,60.0,0.1034,13.0,98.0,2.37
ACC017419,YouTube,Short,Canva AI,Image-to-video,54,11.41,26247,808,146.0,55.0,0.0384,33.44,58.97,103.47
ACC017420,YouTube,Short,Canva AI,AI-assisted editing,29,12.6,3187,150,6.0,13.0,0.053,18.83,64.62,3.08
ACC017421,TikTok,Reel,CapCut AI,Text-to-video,54,10.2,41926,3511,320.0,284.0,0.0981,31.17,61.67,38.65
ACC017422,TikTok,Reel,Canva AI,Avatar video,39,10.05,11997,830,68.0,49.0,0.0789,21.66,52.9,6.46
ACC017423,YouTube,Video,Runway,Image-to-video,240,27.86,17579,800,41.0,72.0,0.0519,73.83,35.19,46.12
ACC017424,YouTube,Video,Synthesia,Avatar video,356,54.92,1296,33,2.0,1.0,0.0278,112.67,38.12,8.82
ACC017425,Instagram,Reel,Runway,AI-assisted editing,86,27.87,8796,330,38.0,33.0,0.0456,63.37,75.39,8.35
ACC017426,YouTube,Short,Runway,Text-to-video,22,17.71,8534,415,49.0,13.0,0.0559,7.92,39.98,12.41
ACC017427,Instagram,Reel,CapCut AI,Image-to-video,22,7.5,12598,459,66.0,35.0,0.0445,13.09,72.34,20.3
ACC017428,TikTok,Reel,HeyGen,Avatar video,34,30.24,13776,1006,42.0,163.0,0.0879,13.43,46.31,2.03
ACC017429,TikTok,Reel,Adobe Firefly,Text-to-video,49,18.86,1471,62,8.0,14.0,0.0571,35.79,76.59,2.0
ACC017430,YouTube,Video,Synthesia,Text-to-video,644,69.77,566,21,2.0,1.0,0.0424,205.81,38.85,4.57
ACC017431,Instagram,Video,Pika,AI-assisted editing,321,27.73,19367,1159,87.0,142.0,0.0717,142.85,47.14,16.38
ACC017432,YouTube,Video,HeyGen,AI-assisted editing,312,40.44,810,24,2.0,3.0,0.0358,128.63,47.37,9.03
ACC017433,Instagram,Video,Runway,Text-to-video,762,74.3,4227,273,12.0,25.0,0.0733,250.44,43.41,7.05
ACC017434,YouTube,Video,Canva AI,Avatar video,605,57.45,18571,772,97.0,47.0,0.0493,182.04,34.82,40.43
ACC017435,YouTube,Short,Synthesia,Avatar video,15,24.14,26310,1089,98.0,67.0,0.0477,8.62,58.34,18.32
ACC017436,TikTok,Short,CapCut AI,AI-assisted editing,46,14.07,5708,307,15.0,28.0,0.0613,19.81,51.74,3.93
ACC017437,TikTok,Short,Adobe Firefly,Text-to-video,35,23.53,13411,618,94.0,163.0,0.0652,17.68,49.88,2.05
ACC017438,YouTube,Short,Runway,Image-to-video,27,25.02,59502,1916,129.0,94.0,0.0359,23.62,89.87,224.85
ACC017439,YouTube,Short,CapCut AI,AI-assisted editing,52,15.2,9586,473,41.0,19.0,0.0556,33.73,65.44,42.07
ACC017440,Instagram,Reel,Pika,Text-to-video,29,23.1,13984,784,56.0,48.0,0.0635,14.76,60.64,4.02
ACC017441,Instagram,Reel,InVideo AI,Text-to-video,58,17.93,35385,2188,154.0,107.0,0.0692,35.33,60.61,24.92
ACC017442,TikTok,Short,InVideo AI,Text-to-video,33,9.33,13303,1094,60.0,91.0,0.0936,11.94,43.97,18.47
ACC017443,YouTube,Video,Adobe Firefly,Text-to-video,130,16.43,7936,178,34.0,18.0,0.029,29.93,27.29,21.89
ACC017444,YouTube,Short,InVideo AI,Image-to-video,46,22.82,5533,298,21.0,16.0,0.0605,20.82,51.33,24.71
ACC017445,YouTube,Short,Synthesia,Avatar video,35,29.41,5516,170,25.0,18.0,0.0386,24.94,75.14,2.8
ACC017446,Instagram,Reel,CapCut AI,Avatar video,26,12.77,10046,384,38.0,78.0,0.0498,10.86,47.33,14.94
ACC017447,TikTok,Short,Runway,Image-to-video,32,32.84,8571,643,33.0,60.0,0.0859,26.95,98.0,4.08
ACC017448,Instagram,Video,InVideo AI,Text-to-video,113,17.45,1063,79,5.0,7.0,0.0856,68.38,59.4,0.92
ACC017449,Instagram,Video,Pika,Text-to-video,634,63.62,66809,3214,224.0,348.0,0.0567,227.27,41.84,24.94
ACC017450,Instagram,Video,Canva AI,AI-assisted editing,484,45.25,4859,293,28.0,16.0,0.0694,152.06,41.01,2.52
ACC017451,YouTube,Video,Synthesia,AI-assisted editing,694,80.7,1454,55,6.0,3.0,0.044,346.61,56.13,2.56
ACC017452,TikTok,Short,Pika,Text-to-video,31,10.6,5409,306,32.0,66.0,0.0747,11.72,43.45,6.65
ACC017453,TikTok,Short,Canva AI,Image-to-video,49,7.97,13180,1139,51.0,153.0,0.1019,38.24,79.52,4.13
ACC017454,Instagram,Video,CapCut AI,AI-assisted editing,256,26.96,19390,1170,65.0,145.0,0.0712,132.64,68.18,11.47
ACC017455,TikTok,Short,Pika,Text-to-video,22,8.58,3207,238,7.0,20.0,0.0826,13.4,71.24,3.13
ACC017456,Instagram,Video,Runway,Image-to-video,759,75.27,1287,85,8.0,3.0,0.0746,373.58,50.69,1.01
ACC017457,TikTok,Short,Adobe Firefly,Text-to-video,40,21.1,45208,2992,169.0,197.0,0.0743,25.57,60.69,40.95
ACC017458,YouTube,Short,InVideo AI,Text-to-video,36,7.68,7160,199,15.0,30.0,0.0341,20.98,58.34,12.48
ACC017459,YouTube,Short,CapCut AI,Avatar video,27,9.03,4754,171,20.0,5.0,0.0412,12.72,45.8,8.32
ACC017460,TikTok,Short,Synthesia,Avatar video,19,12.44,15239,1049,62.0,71.0,0.0776,10.12,53.93,14.08
ACC017461,YouTube,Video,Runway,Text-to-video,448,67.44,1362,67,5.0,5.0,0.0565,215.56,55.54,6.75
ACC017462,TikTok,Short,Pika,Text-to-video,29,15.06,33955,2221,79.0,206.0,0.0738,16.9,61.0,20.33
ACC017463,TikTok,Reel,Runway,Text-to-video,78,18.38,7895,514,45.0,70.0,0.0797,58.12,85.24,7.2
ACC017464,TikTok,Short,CapCut AI,AI-assisted editing,50,12.22,48426,2447,319.0,601.0,0.0695,41.75,80.14,19.41
ACC017465,YouTube,Short,Runway,Image-to-video,56,20.56,6449,151,36.0,11.0,0.0307,24.36,50.42,14.12
ACC017466,YouTube,Video,Pika,Image-to-video,728,75.05,5873,171,33.0,11.0,0.0366,146.07,23.42,17.12
ACC017467,YouTube,Video,InVideo AI,AI-assisted editing,355,32.4,30513,824,84.0,89.0,0.0327,173.85,50.53,120.19
ACC017468,YouTube,Video,Runway,Text-to-video,280,37.0,1989,56,7.0,3.0,0.0332,113.55,43.14,21.58
ACC017469,Instagram,Video,CapCut AI,Text-to-video,316,38.81,7651,393,25.0,34.0,0.0591,146.65,46.5,9.03
ACC017470,YouTube,Short,Synthesia,Text-to-video,14,17.72,1769,95,5.0,3.0,0.0582,13.49,94.13,1.73
ACC017471,Instagram,Video,Runway,Text-to-video,888,88.1,5656,175,18.0,44.0,0.0419,265.8,34.58,10.51
ACC017472,TikTok,Reel,Pika,Text-to-video,72,25.69,45519,1766,157.0,324.0,0.0494,56.1,79.03,42.44
ACC017473,YouTube,Video,Pika,Text-to-video,545,59.05,18395,507,64.0,37.0,0.0331,257.66,58.04,50.37
ACC017474,YouTube,Video,Runway,Text-to-video,740,74.17,6243,289,21.0,12.0,0.0516,347.03,58.33,56.13
ACC017475,YouTube,Short,Synthesia,Avatar video,32,25.47,8586,479,49.0,16.0,0.0634,11.76,43.66,4.71
ACC017476,TikTok,Short,Canva AI,AI-assisted editing,19,4.74,4757,357,30.0,47.0,0.0912,13.87,82.03,3.59
ACC017477,YouTube,Short,Runway,Text-to-video,28,15.57,22920,1207,95.0,91.0,0.0608,17.52,72.46,25.75
ACC017478,YouTube,Video,HeyGen,Avatar video,829,95.35,3887,191,18.0,16.0,0.0579,448.75,54.27,28.0
ACC017479,YouTube,Short,HeyGen,Avatar video,43,17.6,52728,1430,292.0,133.0,0.0352,21.48,52.48,82.06
ACC017480,TikTok,Reel,Runway,Image-to-video,86,31.3,4334,305,14.0,53.0,0.0858,56.79,62.6,3.14
ACC017481,YouTube,Short,Adobe Firefly,Text-to-video,12,12.19,10630,430,54.0,17.0,0.0471,4.12,37.38,33.35
ACC017482,Instagram,Reel,Runway,Image-to-video,80,22.99,14478,860,79.0,72.0,0.0698,40.3,55.8,15.18
ACC017483,Instagram,Video,Synthesia,Avatar video,109,23.51,10791,430,66.0,26.0,0.0484,72.48,73.77,5.55
ACC017484,YouTube,Video,Canva AI,AI-assisted editing,144,17.01,5214,214,21.0,11.0,0.0472,47.63,41.89,19.71
ACC017485,Instagram,Video,HeyGen,Text-to-video,728,67.89,2260,165,13.0,11.0,0.0836,256.14,39.86,0.76
ACC017486,YouTube,Short,Runway,Image-to-video,12,11.61,5701,198,29.0,17.0,0.0428,6.25,59.43,21.09
ACC017487,TikTok,Short,CapCut AI,Avatar video,42,13.41,17299,1223,125.0,127.0,0.0853,19.42,48.81,22.28
ACC017488,Instagram,Video,InVideo AI,Image-to-video,882,83.73,19512,1041,110.0,134.0,0.0659,365.79,41.82,25.83
ACC017489,TikTok,Short,Canva AI,AI-assisted editing,27,10.31,14605,707,76.0,182.0,0.0661,15.15,61.97,14.05
ACC017490,TikTok,Reel,Pika,AI-assisted editing,90,19.23,10065,340,56.0,59.0,0.0452,55.89,67.91,4.16
ACC017491,YouTube,Short,Synthesia,Avatar video,50,26.16,1665,72,5.0,4.0,0.0486,36.63,73.31,2.69
ACC017492,TikTok,Reel,Runway,Text-to-video,81,21.57,3218,137,21.0,34.0,0.0597,43.56,61.53,1.21
ACC017493,TikTok,Reel,Synthesia,AI-assisted editing,74,22.64,7434,403,48.0,39.0,0.0659,61.16,78.27,6.83
ACC017494,TikTok,Reel,HeyGen,Avatar video,72,25.07,10215,421,38.0,71.0,0.0519,34.94,56.44,9.29
ACC017495,Instagram,Reel,HeyGen,Avatar video,51,26.35,15205,799,37.0,63.0,0.0591,22.37,51.8,25.03
ACC017496,YouTube,Short,InVideo AI,Text-to-video,19,7.38,24540,860,134.0,75.0,0.0436,12.57,68.56,82.63
ACC017497,Instagram,Video,InVideo AI,Text-to-video,494,47.88,4665,164,26.0,29.0,0.0469,208.97,42.58,8.32
ACC017498,TikTok,Short,Runway,Image-to-video,58,20.49,3657,296,12.0,25.0,0.0911,38.05,66.42,0.49
ACC017499,YouTube,Video,Pika,Text-to-video,564,63.8,6227,324,17.0,11.0,0.0565,192.04,34.41,43.16
ACC017500,YouTube,Video,CapCut AI,AI-assisted editing,841,70.77,6952,335,26.0,13.0,0.0538,557.68,66.29,26.02
ACC017501,TikTok,Reel,CapCut AI,AI-assisted editing,53,8.91,3699,251,20.0,45.0,0.0854,20.83,44.23,2.91
ACC017502,Instagram,Video,HeyGen,Text-to-video,855,89.77,2457,142,12.0,14.0,0.0684,296.09,41.13,1.41
ACC017503,YouTube,Video,Synthesia,Text-to-video,732,71.75,7234,398,24.0,27.0,0.0621,101.88,15.32,40.46
ACC017504,Instagram,Video,Adobe Firefly,Image-to-video,564,64.23,4109,133,8.0,15.0,0.038,160.64,28.41,6.12
ACC017505,Instagram,Video,Runway,Text-to-video,725,82.14,4837,161,10.0,36.0,0.0428,361.69,59.52,2.62
ACC017506,YouTube,Video,Adobe Firefly,Text-to-video,470,56.46,4272,145,19.0,6.0,0.0398,230.02,59.92,12.09
ACC017507,TikTok,Short,Synthesia,Avatar video,27,28.96,9191,504,44.0,57.0,0.0658,13.79,56.67,2.54
ACC017508,TikTok,Reel,Synthesia,Text-to-video,42,18.14,25493,956,174.0,306.0,0.0563,19.46,46.86,11.25
ACC017509,YouTube,Video,Runway,Image-to-video,70,27.88,12006,341,60.0,31.0,0.036,35.42,49.7,73.81
ACC017510,Instagram,Reel,InVideo AI,Image-to-video,72,18.55,5796,278,25.0,29.0,0.0573,30.64,50.79,7.78
ACC017511,YouTube,Short,Adobe Firefly,Text-to-video,36,13.69,13353,641,76.0,17.0,0.055,19.43,54.37,36.94
ACC017512,Instagram,Reel,Runway,Image-to-video,77,17.23,34823,2309,165.0,166.0,0.0758,46.14,67.54,65.28
ACC017513,YouTube,Short,HeyGen,Avatar video,31,26.47,4244,165,17.0,14.0,0.0462,13.77,50.18,9.67
ACC017514,YouTube,Short,Pika,Image-to-video,15,14.0,46530,1704,235.0,131.0,0.0445,7.97,55.94,64.74
ACC017515,TikTok,Short,Pika,Text-to-video,14,19.91,62326,4020,209.0,260.0,0.072,8.04,63.26,59.99
ACC017516,TikTok,Short,Canva AI,AI-assisted editing,45,10.78,22935,1114,89.0,192.0,0.0608,34.12,80.21,18.38
ACC017517,TikTok,Short,Pika,Text-to-video,58,21.89,4350,218,11.0,42.0,0.0623,47.25,81.6,3.31
ACC017518,TikTok,Short,Runway,Image-to-video,20,21.8,3438,242,23.0,36.0,0.0876,14.68,83.12,1.9
ACC017519,TikTok,Reel,CapCut AI,Avatar video,83,17.0,32168,2517,89.0,343.0,0.0917,52.0,70.87,19.75
ACC017520,YouTube,Short,HeyGen,Text-to-video,27,12.54,12560,687,39.0,43.0,0.0612,9.15,35.35,23.56
ACC017521,TikTok,Reel,Runway,AI-assisted editing,34,12.74,3634,184,11.0,13.0,0.0572,18.48,65.05,0.92
ACC017522,YouTube,Short,Adobe Firefly,Image-to-video,21,15.54,26179,674,135.0,49.0,0.0328,12.44,61.27,52.04
ACC017523,TikTok,Reel,InVideo AI,Image-to-video,17,20.16,35101,1175,159.0,353.0,0.0481,9.25,60.96,41.44
ACC017524,TikTok,Reel,CapCut AI,Avatar video,74,14.82,24823,2118,189.0,116.0,0.0976,36.82,55.1,20.08
ACC017525,YouTube,Short,InVideo AI,AI-assisted editing,52,7.08,20715,1003,67.0,72.0,0.0551,25.76,54.22,75.63
ACC017526,TikTok,Reel,Canva AI,AI-assisted editing,52,9.68,18690,1385,85.0,76.0,0.0827,31.89,68.43,13.31
ACC017527,TikTok,Short,Canva AI,AI-assisted editing,32,7.24,2590,105,19.0,15.0,0.0537,20.19,65.91,1.62
ACC017528,YouTube,Video,Runway,Text-to-video,503,51.31,3478,106,14.0,6.0,0.0362,149.13,33.69,38.69
ACC017529,YouTube,Short,CapCut AI,AI-assisted editing,48,15.59,16608,722,66.0,21.0,0.0487,18.37,37.39,53.72
ACC017530,YouTube,Video,Adobe Firefly,Text-to-video,776,83.33,4661,113,22.0,20.0,0.0333,336.98,45.28,53.08
ACC017531,YouTube,Video,Runway,Image-to-video,213,49.22,785,38,3.0,3.0,0.0561,114.23,62.94,3.15
ACC017532,YouTube,Short,CapCut AI,AI-assisted editing,37,13.18,14934,606,42.0,43.0,0.0463,21.49,69.5,52.43
ACC017533,TikTok,Short,InVideo AI,Image-to-video,44,17.05,150862,12617,1050.0,940.0,0.0968,30.73,66.17,136.81
ACC017534,TikTok,Reel,Canva AI,AI-assisted editing,66,12.33,41588,1757,158.0,370.0,0.0549,35.85,65.3,12.22
ACC017535,YouTube,Video,Synthesia,Avatar video,501,58.38,8631,330,31.0,31.0,0.0454,198.81,41.89,26.61
ACC017536,TikTok,Reel,Runway,Image-to-video,88,23.27,23286,1051,126.0,232.0,0.0605,43.67,55.79,17.26
ACC017537,TikTok,Reel,Runway,AI-assisted editing,82,29.47,6054,336,44.0,33.0,0.0682,46.12,65.93,3.51
ACC017538,Instagram,Video,Runway,Text-to-video,689,76.5,4599,345,23.0,13.0,0.0828,203.8,32.75,2.01
ACC017539,YouTube,Short,Canva AI,Text-to-video,31,8.65,6206,200,36.0,22.0,0.0416,22.14,81.73,8.08
ACC017540,YouTube,Video,Synthesia,Avatar video,76,29.39,2075,51,5.0,3.0,0.0284,23.14,37.28,18.79
ACC017541,Instagram,Video,InVideo AI,Text-to-video,737,66.06,4235,274,21.0,24.0,0.0753,316.69,43.36,5.3
ACC017542,YouTube,Short,InVideo AI,Text-to-video,55,20.5,19798,854,102.0,86.0,0.0526,44.55,80.34,12.91
ACC017543,YouTube,Short,CapCut AI,AI-assisted editing,25,9.76,24450,1095,63.0,90.0,0.051,7.52,29.41,13.44
ACC017544,TikTok,Reel,Canva AI,AI-assisted editing,18,7.97,804,64,3.0,7.0,0.092,12.99,68.23,0.43
ACC017545,TikTok,Reel,CapCut AI,Text-to-video,30,9.63,15628,1033,80.0,60.0,0.0751,22.82,87.97,7.57
ACC017546,YouTube,Video,Runway,Image-to-video,417,47.05,3271,96,15.0,13.0,0.0379,192.53,51.29,16.7
ACC017547,Instagram,Reel,InVideo AI,AI-assisted editing,85,14.19,19029,657,103.0,94.0,0.0449,76.24,84.96,30.23
ACC017548,TikTok,Reel,Canva AI,AI-assisted editing,36,9.22,5302,423,40.0,29.0,0.0928,26.85,72.64,0.83
ACC017549,YouTube,Short,CapCut AI,Avatar video,14,9.09,25370,600,134.0,34.0,0.0303,7.58,61.99,75.88
ACC017550,TikTok,Reel,CapCut AI,Image-to-video,25,10.3,3273,253,24.0,37.0,0.0959,13.34,57.84,2.03
ACC017551,Instagram,Video,Runway,Image-to-video,437,60.06,9861,432,33.0,69.0,0.0542,124.41,30.09,8.04
ACC017552,YouTube,Short,CapCut AI,Image-to-video,55,11.54,19809,564,110.0,69.0,0.0375,30.88,66.17,65.38
ACC017553,YouTube,Short,Pika,Text-to-video,52,14.06,77984,3616,298.0,254.0,0.0534,45.26,96.07,129.42
ACC017554,YouTube,Video,CapCut AI,Image-to-video,170,17.51,4087,170,7.0,9.0,0.0455,98.5,58.09,18.21
ACC017555,Instagram,Video,Adobe Firefly,Text-to-video,692,78.04,11798,856,36.0,82.0,0.0826,305.51,58.66,16.99
ACC017556,Instagram,Video,Synthesia,Avatar video,621,73.61,2286,117,5.0,13.0,0.0591,249.05,43.61,3.19
ACC017557,Instagram,Video,Pika,Text-to-video,700,65.41,6699,315,29.0,34.0,0.0564,302.34,56.82,2.39
ACC017558,TikTok,Short,Runway,Text-to-video,37,17.99,3156,197,13.0,27.0,0.0751,27.6,77.49,2.36
ACC017559,YouTube,Video,InVideo AI,Text-to-video,525,59.13,3962,182,9.0,13.0,0.0515,112.45,26.92,19.78
ACC017560,Instagram,Video,HeyGen,Avatar video,859,97.68,37187,1563,230.0,172.0,0.0528,238.78,29.57,38.14
ACC017561,TikTok,Short,CapCut AI,AI-assisted editing,15,6.85,16766,1063,90.0,181.0,0.0796,6.75,43.45,3.25
ACC017562,YouTube,Short,CapCut AI,AI-assisted editing,18,14.86,6467,155,14.0,11.0,0.0278,13.65,73.29,7.68
ACC017563,Instagram,Reel,Canva AI,Text-to-video,44,8.13,38452,2425,210.0,264.0,0.0754,17.88,41.08,65.46
ACC017564,Instagram,Video,Canva AI,Image-to-video,632,59.64,5754,364,36.0,35.0,0.0756,286.03,47.39,1.69
ACC017565,TikTok,Reel,Pika,AI-assisted editing,74,25.85,7800,431,47.0,77.0,0.0712,45.12,69.72,1.1
ACC017566,Instagram,Reel,Pika,Image-to-video,51,24.14,6903,303,27.0,23.0,0.0511,19.57,41.18,10.28
ACC017567,YouTube,Short,InVideo AI,Text-to-video,20,8.81,4558,180,13.0,7.0,0.0439,17.77,87.28,14.85
ACC017568,YouTube,Short,Runway,AI-assisted editing,21,15.39,57595,2723,200.0,160.0,0.0535,10.61,60.61,76.81
ACC017569,Instagram,Reel,InVideo AI,Image-to-video,50,9.42,40658,2928,165.0,282.0,0.083,33.66,70.84,54.15
ACC017570,YouTube,Short,Canva AI,Avatar video,56,10.05,31307,1249,105.0,65.0,0.0453,37.19,65.35,97.43
ACC017571,TikTok,Short,Synthesia,Avatar video,60,32.7,24468,1841,123.0,245.0,0.0903,49.67,78.56,5.07
ACC017572,Instagram,Video,InVideo AI,Text-to-video,702,66.31,1055,54,2.0,8.0,0.0607,328.36,46.97,1.63
ACC017573,TikTok,Reel,Canva AI,Avatar video,66,13.04,19780,1119,105.0,185.0,0.0712,52.26,84.95,3.22
ACC017574,YouTube,Short,Runway,Text-to-video,43,21.88,14873,739,85.0,25.0,0.0571,34.45,79.18,37.23
ACC017575,TikTok,Short,CapCut AI,Avatar video,27,14.35,14227,806,63.0,178.0,0.0736,13.46,49.14,5.82
ACC017576,YouTube,Video,CapCut AI,Avatar video,351,32.38,6301,303,17.0,16.0,0.0533,59.81,19.92,53.73
ACC017577,TikTok,Short,Synthesia,Avatar video,46,25.23,11813,642,75.0,94.0,0.0687,37.4,77.41,4.4
ACC017578,Instagram,Reel,Canva AI,Image-to-video,37,11.72,11061,669,32.0,61.0,0.0689,21.71,63.17,19.39
ACC017579,YouTube,Short,Runway,Text-to-video,50,9.93,5349,250,27.0,6.0,0.0529,38.33,79.96,22.06
ACC017580,TikTok,Short,CapCut AI,Avatar video,12,10.56,7767,510,53.0,78.0,0.0825,7.39,60.28,6.76
ACC017581,YouTube,Video,InVideo AI,AI-assisted editing,851,75.21,11776,572,65.0,16.0,0.0555,390.27,57.6,85.59
ACC017582,Instagram,Reel,InVideo AI,Text-to-video,70,16.88,20865,678,115.0,139.0,0.0447,38.97,61.86,10.37
ACC017583,YouTube,Short,Synthesia,Avatar video,32,18.47,18332,897,56.0,81.0,0.0564,12.56,38.83,32.43
ACC017584,TikTok,Short,Synthesia,Avatar video,30,14.31,3538,307,14.0,37.0,0.1012,10.14,37.39,4.12
ACC017585,Instagram,Reel,InVideo AI,Text-to-video,85,15.86,32891,959,202.0,97.0,0.0382,52.3,63.03,49.25
ACC017586,TikTok,Reel,CapCut AI,AI-assisted editing,32,9.34,28182,2231,76.0,101.0,0.0854,26.28,83.27,18.08
ACC017587,YouTube,Short,Runway,Image-to-video,24,30.51,40528,1391,102.0,85.0,0.0389,11.74,51.35,86.73
ACC017588,TikTok,Short,CapCut AI,AI-assisted editing,55,10.91,6993,294,47.0,82.0,0.0605,36.81,65.11,2.15
ACC017589,YouTube,Short,Pika,Text-to-video,29,10.76,19641,504,43.0,78.0,0.0318,22.81,84.62,49.71
ACC017590,YouTube,Video,HeyGen,Avatar video,98,37.91,7778,166,46.0,15.0,0.0292,27.71,30.81,70.3
ACC017591,YouTube,Short,Adobe Firefly,Image-to-video,53,13.87,13523,455,35.0,43.0,0.0394,35.98,71.64,5.7
ACC017592,TikTok,Reel,Adobe Firefly,Image-to-video,23,13.85,53809,2562,189.0,579.0,0.0619,13.23,61.94,63.17
ACC017593,YouTube,Short,Pika,Image-to-video,36,12.07,5384,284,22.0,19.0,0.0604,28.7,78.73,12.02
ACC017594,YouTube,Video,Pika,Text-to-video,269,42.16,1989,75,11.0,7.0,0.0468,70.86,34.38,21.35
ACC017595,Instagram,Reel,Pika,Text-to-video,87,18.34,49916,3324,147.0,263.0,0.0748,61.0,75.09,52.43
ACC017596,YouTube,Video,CapCut AI,Avatar video,333,36.43,27822,1443,123.0,36.0,0.0576,152.12,56.2,312.75
ACC017597,Instagram,Video,CapCut AI,Text-to-video,453,45.5,11515,883,68.0,43.0,0.0863,130.05,28.83,6.68
ACC017598,Instagram,Reel,InVideo AI,Text-to-video,50,17.89,12628,396,66.0,85.0,0.0433,25.23,61.3,18.96
ACC017599,YouTube,Video,CapCut AI,AI-assisted editing,264,24.89,50479,1129,244.0,98.0,0.0291,57.39,24.47,479.13
ACC017600,YouTube,Video,Adobe Firefly,Image-to-video,131,23.4,724,26,4.0,2.0,0.0442,28.74,28.99,2.18
ACC017601,TikTok,Reel,CapCut AI,Text-to-video,61,17.07,36315,1807,151.0,369.0,0.0641,47.91,78.19,41.65
ACC017602,YouTube,Video,CapCut AI,AI-assisted editing,525,46.74,13267,362,52.0,31.0,0.0335,247.99,47.73,78.7
ACC017603,YouTube,Short,Synthesia,Avatar video,57,18.21,12731,509,69.0,34.0,0.0481,40.83,77.63,46.67
ACC017604,YouTube,Short,Pika,Text-to-video,14,11.73,12299,449,31.0,39.0,0.0422,7.13,55.68,52.12
ACC017605,YouTube,Short,Synthesia,Avatar video,32,11.7,13281,395,25.0,24.0,0.0334,17.56,57.78,12.41
ACC017606,YouTube,Video,Canva AI,Image-to-video,727,64.53,3940,165,14.0,11.0,0.0482,169.23,29.6,12.45
ACC017607,Instagram,Reel,Runway,Image-to-video,64,28.28,30494,1312,78.0,106.0,0.0491,44.63,75.5,47.45
ACC017608,Instagram,Reel,Synthesia,Avatar video,40,43.06,3006,222,10.0,9.0,0.0802,23.62,56.84,4.76
ACC017609,YouTube,Short,HeyGen,AI-assisted editing,15,28.65,26100,1066,108.0,83.0,0.0482,9.16,72.77,77.95
ACC017610,TikTok,Short,Canva AI,Image-to-video,59,8.2,24088,1124,152.0,161.0,0.0597,25.31,44.71,6.51
ACC017611,YouTube,Video,HeyGen,Avatar video,816,84.22,16826,869,74.0,57.0,0.0594,270.81,38.37,131.56
ACC017612,TikTok,Short,Pika,AI-assisted editing,47,9.98,22801,1828,110.0,240.0,0.0955,32.63,74.26,24.0
ACC017613,Instagram,Reel,Pika,AI-assisted editing,63,21.51,7501,367,24.0,23.0,0.0552,33.53,50.27,13.31
ACC017614,TikTok,Short,Adobe Firefly,AI-assisted editing,14,5.28,3118,212,13.0,29.0,0.0815,5.74,45.9,1.82
ACC017615,Instagram,Reel,Synthesia,Avatar video,62,29.81,3135,223,18.0,26.0,0.0852,35.64,58.85,5.62
ACC017616,YouTube,Video,Pika,Image-to-video,86,21.16,3658,137,6.0,12.0,0.0424,34.06,39.68,14.47
ACC017617,TikTok,Reel,Adobe Firefly,Image-to-video,90,25.12,8344,725,23.0,103.0,0.102,60.66,65.97,8.02
ACC017618,TikTok,Reel,InVideo AI,Image-to-video,47,13.46,4979,271,33.0,38.0,0.0687,41.58,85.8,5.2
ACC017619,TikTok,Short,Canva AI,AI-assisted editing,41,9.07,13373,997,84.0,77.0,0.0866,23.5,63.39,6.88
ACC017620,TikTok,Reel,Canva AI,AI-assisted editing,45,7.3,24850,1162,124.0,271.0,0.0627,20.45,43.61,19.65
ACC017621,YouTube,Video,InVideo AI,Image-to-video,782,70.49,3873,114,7.0,8.0,0.0333,344.49,56.51,19.22
ACC017622,YouTube,Short,Adobe Firefly,AI-assisted editing,19,20.62,17229,531,61.0,56.0,0.0376,8.36,53.08,69.94
ACC017623,YouTube,Short,CapCut AI,Avatar video,59,9.39,14974,721,67.0,27.0,0.0544,42.08,67.83,26.35
ACC017624,Instagram,Reel,CapCut AI,AI-assisted editing,24,10.43,15903,685,43.0,53.0,0.0491,11.03,54.33,26.38
ACC017625,YouTube,Video,HeyGen,Avatar video,800,81.35,17961,881,53.0,41.0,0.0543,252.6,31.99,134.82
ACC017626,TikTok,Reel,Synthesia,Avatar video,47,31.91,6587,309,49.0,67.0,0.0645,26.42,66.94,1.19
ACC017627,YouTube,Short,Pika,Image-to-video,56,27.79,2885,76,6.0,5.0,0.0302,18.34,33.22,4.08
ACC017628,YouTube,Short,Canva AI,AI-assisted editing,36,11.66,8020,320,45.0,15.0,0.0474,20.01,64.5,28.8
ACC017629,YouTube,Video,InVideo AI,Text-to-video,758,67.78,18700,496,53.0,50.0,0.032,357.03,47.67,105.59
ACC017630,TikTok,Reel,CapCut AI,AI-assisted editing,76,6.72,6199,230,25.0,47.0,0.0487,45.69,63.73,0.86
ACC017631,Instagram,Reel,Adobe Firefly,Text-to-video,77,14.1,31568,2407,155.0,177.0,0.0868,38.0,54.13,36.17
ACC017632,YouTube,Short,Adobe Firefly,Text-to-video,39,20.99,5757,214,32.0,8.0,0.0441,30.49,76.86,22.59
